"name","company_name_unique","founded_year","founded_date","closed_date","acquired_date","acquired_by_company_name_unique","employees","domain","total_funding_usd","annual_revenue","hq_region","status","ipo_date","independence","stock_symbol_1","stock_symbol_2","competitor_1","competitor_2","competitor_3","competitor_4","competitor_5","competitor_6","competitor_7","competitor_8","competitor_9","competitor_10","notes"
"Mobeam","mobeam",2010,NA,NA,NA,NA,"50","mobeam.com","$28.5M","$2M","San Francisco, California","Private",NA,"Y",NA,NA,"NeoMedia Technologies","Scan","ScanLife","KOUPON MEDIA","Visualead","Wasp Barcode","REVTRAX","Barcodefactory",NA,NA,NA
"Eversight","eversight",2013,NA,NA,NA,NA,"55","eversightlabs.com","$24.2M","$1.2M","Palo AltoCalifornia","Private",NA,"Y",NA,NA,"KOUPON MEDIA","REVTRAX","CodeBroker","Tatango","Mobeam","Vibes Media","TouchBistro","Altocloud",NA,NA,NA
"Pikato","pikato",2013,"2013-01-25",NA,"2015-10-13","retailnext","94","pikato.com",NA,NA,"Chicago, Illinois","Private",NA,"RetailNext, Inc.",NA,NA,"Punchkick Interactive","CLYP","CodeBroker","REVTRAX","You Text It","Flybits","Real Cool Apps","KOUPON MEDIA",NA,NA,NA
"Quotient","coupons-com",1998,"1998-05-01",NA,NA,NA,"727","quotient.com","$432M","$336.3M","Mountain View, California","Public","2014-03-07","Y","NYSE","QUOT","RetailMeNot","LivingSocial","ShopAtHome","Groupon","Travelzoo","Secret Escapes","Snapdeal","Deal In City",NA,NA,NA
"Zinmobi","zinmobi",2010,"2010-05",NA,NA,NA,"94","zinmobi.com","$652K","$9.1M","Dublin, County Dublin","Private",NA,"Y",NA,NA,"KOUPON MEDIA","CodeBroker","REVTRAX","Tatango","Mobeam","Vibes Media","TouchBistro","Pikato",NA,NA,NA
"Orange","orange",1991,"1991-01-01",NA,NA,NA,"150,000","orange.com",NA,"$49.2B","Paris, Île-de-France","Public","1999-04-01","Y","EPA","ORA","BT","TIM","Deutsche Telekom","1&1","Numericable - SFR","Google","Deutsche Glasfaser","Huawei",NA,NA,NA
"Deutsche Telekom","deutsche-telekom",1995,NA,NA,NA,NA,"218,341","telekom.com",NA,"$86.2B","Bonn, North Rhine-Westphalia","Public","1998-11-18","Y","ETR","DTE","1&1","Deutsche Glasfaser","STRATO","Host Europe","Host Europe Group","China Telecom","Orange","GoDaddy",NA,NA,NA
"TIM","telecom-italia",1908,NA,NA,NA,NA,"59,429","telecomitalia.com","$248.9M","$27.9B","Milan, Lombardy","Public","1995-07-28","Y","NYSE","TI","BT","Orange","Deutsche Telekom","1&1","Deutsche Glasfaser","STRATO","Host Europe","Host Europe Group",NA,NA,NA
"Virgin","virgin-group",1970,"1970-06",NA,NA,NA,"21,038","virgin.com",NA,"$16.9B","London, England","Private",NA,"Y",NA,NA,"British Airways","EasyJet","Delta","Monarch Air Group","Jet2","American Airlines","JetBlue Airways","United Airlines",NA,NA,NA
"UTV","utv-ireland",1959,"1959-10-31",NA,"2016-07-12","virgin-media","106","u.tv",NA,"$2.9M","Belfast, Northern Ireland","Private",NA,"ITV plc",NA,NA,"Channel 5","RTÉ","Channel 4","TV3","Irish TV","UKTV","STV","PinkBH",NA,NA,NA
"all3media international","all3media",2003,NA,NA,"2014-05-08","discovery-inc","62","all3mediainternational.com",NA,"$150M","London, England","Private",NA,"all3media group",NA,NA,"Channel 5","Tiger Aspect","Channel 4","STV","BBC Easy","BRAINPOOL","Just For Laughs","World Productions",NA,NA,NA
"Tiger Aspect","tiger-aspect-productions",1998,NA,NA,"2009-11-23","endemol","100","tigeraspect.co.uk",NA,"$40M","London, England","Private",NA,"Y",NA,NA,"Channel 5","all3media international","Channel 4","Chrysalis","True North","World Productions","STV","BRAINPOOL",NA,NA,NA
"ARCADIS","arcadis",1888,NA,NA,NA,NA,"27,327","arcadis.com","$22.5K","$3.9B","Amsterdam, Other","Public","2004-03-19","Y","AMS","ARCAD","JACOBS","Parsons","Hill International","HDR","HNTB","Tetra Tech","CDM Smith","Hatch",NA,NA,NA
"OOYALA","ooyala",2007,"2007-04-05",NA,"2014-08-11","telstra","450","ooyala.com","$121.9M","$52.5M","San Jose, California","Private",NA,"Telstra Corporation Ltd.",NA,NA,"Kaltura","SmartStory","VBrick","YARE","Brightcove","Xstream","thePlatform","JW Player",NA,NA,NA
"Brightcove","brightcove",2004,"2004-01",NA,NA,NA,"498","brightcove.com","$143M","$162.4M","Boston, Massachusetts","Public","2012-02-17","Y","NASDAQ","BCOV","OOYALA","YARE","Appscend","JW Player","thePlatform","Clearleap","Livestream","Anvato",NA,NA,NA
"VUBIQUITY","vubiquity",2006,NA,NA,"2018-01-30","amdocs","350","vubiquity.com","$237.2M","$100M","Burbank, California","Private",NA,"Amdocs, Inc.",NA,NA,"Clearleap","NeuLion","CBS interactive","Silver Chalice","Certona","Deluxe","OOYALA","Kaltura",NA,NA,NA
"Clearleap","clearleap",2007,"2007-07-01",NA,"2015-12-08","ibm","113","clearleap.com","$45.6M","$7.4M","Duluth, Georgia","Private",NA,"International Business Machines Corp",NA,NA,"OOYALA","ActiveVideo","iStreamPlanet","Entone","YARE","Brightcove","Xstream","Kaltura",NA,NA,NA
"YARE","yare-media-group-inc",2016,"2016-05-01",NA,NA,NA,"10","yaremedia.com",NA,"$310K","Surrey, British Columbia","Private",NA,"Y",NA,NA,"Brightcove","Xstream","OOYALA","thePlatform","JW Player","Clearleap","Livestream","Wistia",NA,NA,NA
"ERICSSON","ericsson",1876,"1876-01-01",NA,NA,NA,"100,700","ericsson.com","$292M","$22.5B","Stockholm, Stockholms län","Public","1981-08-28","Y","NASDAQ","ERIC","Huawei","Juniper Networks","Cisco","Arista Networks","Palo Alto Networks","Extreme Networks","F5","OnePlus",NA,NA,NA
"TVT","tvt",1994,"1994-07-01",NA,NA,NA,"108","tvt.biz",NA,"$20M","London, England","Private",NA,"Y",NA,NA,"WAZEE DIGITAL","OOYALA","VUBIQUITY","Brightcove","YARE","ERICSSON","ITN","Clearleap",NA,NA,NA
"JACOBS","jacobs",1947,NA,NA,NA,NA,"54,700","jacobs.com",NA,"$11.9B","Dallas, Texas","Public","1978-01-13","Y","NYSE","JEC","Parsons","ARCADIS","Hill International","HNTB","Tetra Tech","Hatch","L&T","Dewberry",NA,NA,NA
"1&1","1-1-internet-se",1988,"1988-06",NA,NA,NA,"319","1und1.de",NA,"$17M","Montabaur, Rhineland-Palatinate","Private",NA,"United Internet",NA,NA,"Deutsche Telekom","STRATO","Host Europe","Host Europe Group","GoDaddy","OVH","Web.com","Bluehost",NA,NA,NA
"Deutsche Glasfaser","deutsche-glasfaser",2012,NA,NA,"2015-07-20","kkr","300","deutsche-glasfaser.de",NA,"$20M","Borken, Other","Private",NA,"Y",NA,NA,"Deutsche Telekom","Kabel Deutschland","1&1","Unitymedia","STRATO","Host Europe","Host Europe Group","China Telecom",NA,NA,NA
"Fuel Broadband","fuel-broadband",2010,NA,"2017-07-24",NA,NA,"194","fuelbroadband.co.uk",NA,"$25.6M","Nelson, England","Product/Brand/Service",NA,"The Post Office",NA,NA,"Plusnet","Entanet","Zen Internet","Hyperoptic","Virgin Media","POP Telecom","Gigaclear","Openreach",NA,NA,"No information on Crunchbase"
"Electraline","electraline",NA,NA,NA,NA,NA,NA,"electraline.com",NA,NA,"toronto, Ontario","Private",NA,"Y",NA,NA,"BT","Belkin","TIM","Orange","Deutsche Telekom","Netgear","Logitech","Speck",NA,NA,"No information on Crunchbase"
"Gigaclear","gigaclear",2010,NA,NA,NA,NA,"40","gigaclear.com","$171.3M","$5M","Oxfordshire, England","Private",NA,"Y",NA,NA,"CityFibre","Hyperoptic","EuNetworks","Openreach","B4rn Rural Broadband","Fuel Broadband","BT","POP Telecom",NA,NA,NA
"BBC Easy","bbc-easy",2011,NA,NA,NA,NA,"74","bbceasy.com","$3.1M","$2M","Bellevue, Washington","Private",NA,"Y",NA,NA,"Fathom","LivePlan","Qvinci","Ceterus","Spotlight Reporting","Finagraph","Futrli","Indi Molecular",NA,NA,NA
"FILMDOO","filmdoo",2015,"2015-05-01",NA,NA,NA,"55","filmdoo.com","$427K","$2M","London, England","Private",NA,"Y",NA,NA,"IndieFlix","SnagFilms","MUBI","Fandor","Yle","Curzon","Azoomee","Hulu",NA,NA,NA
"Dior","christian-dior-couture",1905,"1905-01-21",NA,"2017-04-30","lvmh","145,247","dior.com",NA,"$41.6B","Paris, Île-de-France","Private",NA,"LVMH group","EPA","CDI","Givenchy","Chico's","Coldwater Creek","ANN","Chanel","Balmain","LV","Balenciaga",NA,NA,NA
"Just For Laughs","just-for-laughs",1983,NA,NA,NA,NA,"683","justforlaughs.com",NA,"$30M","Montreal, Quebec","Private",NA,"ICM Partners",NA,NA,"TruTV","Comedy Central","Tiger Aspect","SideReel","Channel 5","Ghjokes","all3media international","Channel 4",NA,NA,NA
"Time Warner Cable","time-warner-cable",1989,NA,NA,"2015-05-26","charter-communications","90,000","timewarnercable.com",NA,"$1.8B","New York, New York","Private",NA,"Charter Communications, Inc. /mo/",NA,NA,"Verizon","DIRECTV","Oi","TIM Celular","RCN","Hawaiian Telcom","Hargray","Cox",NA,NA,"Changed name to ""Spectrum"""
"21ST CENTURY FOX","21st-century-fox",2013,"2013-06-28",NA,"2017-12-14","the-walt-disney-company","22,400","21cf.com",NA,"$29.2B","New York, New York","Public","1986-05-30","Walt Disney Co","NASDAQ","FOXA","Viacom","Discovery Communications","Turner","NBCUniversal","Disney–ABC Television Group","NETFLIX","Sony Pictures","CBS CORPORATION",NA,NA,NA
"Turner","turner-broadcasting",1970,NA,NA,"1996-09-23","timewarner","13,241","turner.com",NA,"$6.9B","Atlanta, Georgia","Private",NA,"Time Warner",NA,NA,"Viacom","NBCUniversal","Discovery Communications","Scripps Networks","21ST CENTURY FOX","BBC","The Walt Disney Company","A+E NETWORKS",NA,NA,NA
"A+E NETWORKS","a-e-television-networks",1984,"1984-02-01",NA,NA,NA,"1,004","aenetworks.com",NA,"$252.7M","New York, New York","Private",NA,"Y",NA,NA,"Discovery Communications","Viacom","Turner","NBCUniversal","CBS CORPORATION","21ST CENTURY FOX","BBC","NETFLIX",NA,NA,NA
"Hulu","hulu",2007,"2007-03-01",NA,NA,NA,"525","hulu.com","$683M","$1.7B","Santa Monica, California","Private",NA,"Walt Disney Co",NA,NA,"HBO","STARZ","Showtime","YouTube","NETFLIX","CBS interactive","Turner","VUDU",NA,NA,NA
"ADT","adt-security",1974,NA,NA,"2016-02-16","apollo-global-management-llc","7,000","adt.com",NA,"$3.6B","Boca Raton, Florida","Public","2018-01-18","Apollo Global Management, LLC","NYSE","ADT","Tyco","Monitronics","Allegion","Prosegur","AlarmForce","Brink's","Bay Alarm","SimpliSafe",NA,NA,NA
"Level 3","level-2",1998,"1998-01-05",NA,"2016-10-31","centurylink","12,300","level3.com",NA,"$1.4B","Broomfield, Colorado","Public","2011-10-28","Centurylink, Inc","NYSE","LVLT","EarthLink","COMCAST","Hulu","CABLE ONE","Lightower","Time Warner Cable","Syringa Networks","Rexel",NA,NA,NA
"Vonage","vonage",2001,NA,NA,NA,NA,"1,780","vonage.com","$597M","$1B","Holmdel, New Jersey","Public","2006-05-24","Y","NYSE","VG","Jive","8x8","RingCentral","Avaya","Mitel","ShoreTel","Touchtone Communications","Nextiva",NA,NA,NA
"CABLE ONE","cable-one",1986,NA,NA,NA,NA,"2,310","cableone.net",NA,"$1B","Phoenix, Arizona","Public","2015-06-19","Graham Holdings Company","NYSE","CABO","CenturyLink","EarthLink","Verizon","Towerstream","Spectrum","TDS Telecom","Cox Communications","AT&T",NA,NA,NA
"Spectrum","time-warner-cable",1993,NA,NA,"2015-05-26","charter-communications","94,800","spectrum.com","$2.3B","$42.1B","Stamford, Connecticut","Public","2007-07-31","Y","NASDAQ","CHTR","Verizon","COMCAST","Hawaiian Telcom","Cox Communications","Verizon Wireless","T-Mobile","AT&T","WOW!",NA,NA,NA
"HBO","hbo",1972,"1972-01-01",NA,NA,NA,"2,196","hbo.com",NA,"$6B","New York, New York","Private",NA,"Time Warner",NA,NA,"Hulu","STARZ","Showtime","CBS interactive","YouTube","Fandor","Vestas","Turner",NA,NA,NA
"STARZ","starz",1991,NA,NA,"2016-06-30","lions-gate-entertainment-corp","772","starz.com","$125M","$1.9B","Englewood, Colorado","Private",NA,"Lions Gate Entertainment Corp.",NA,NA,"HBO","Hulu","Showtime","NETFLIX","CBS interactive","YouTube","Turner","Corus Entertainment",NA,NA,NA
"Disney–ABC Television Group","disney-abc-television-group",1985,NA,NA,NA,NA,"8,000","disneyabctv.com",NA,"$1.1B","Burbank, California","Private",NA,"Disney Media Networks",NA,NA,"NBCUniversal","Viacom","21ST CENTURY FOX","Turner","Nickelodeon","Discovery Communications","CBS CORPORATION","toonix",NA,NA,NA
"NETFLIX","netflix",1997,"1997-01-01",NA,NA,NA,"5,500","netflix.com","$3.1B","$13.9B","Los Gatos, California","Public","2002-05-23","Y","NASDAQ","NFLX","Hulu","HBO","YouTube","VUDU","iN DEMAND","STARZ","Showtime","CBS interactive",NA,NA,NA
"SeaWorld Parks & Entertainment","seaworld-parks-entertainment",2009,NA,NA,NA,NA,"4,900","seaworldentertainment.com","$702M","$1.3B","Orlando, Florida","Public","2013-04-19","Y","NYSE","SEAS","Cedar Fair","Six Flags","Schlitterbahn","Great Wolf Lodge","Neals Lodges","RBC",NA,NA,NA,NA,NA
"FREMANTLEMEDIA","freemantle-media",1933,NA,NA,NA,NA,"1,984","fremantlemedia.com",NA,"$2.2B","London, England","Private",NA,"RTL Group SA",NA,NA,"Endemol Shine Group","Keshet","ProSiebenSat.1","Zodiak Media","DynEd","dmg media","BBC","Endemol",NA,NA,NA
"Cedar Fair","cedar-fair-entertainment-company",1983,NA,NA,NA,NA,"2,200","cedarfair.com",NA,"$1.3B","Sandusky, Ohio","Public","1987-05-01","Y","NYSE","FUN","Six Flags","SeaWorld Parks & Entertainment","Schlitterbahn","Great Wolf Lodge","RBC","Neals Lodges","Ride For Hospice","Credit Suisse",NA,NA,NA
"Six Flags","six-flags",1961,NA,NA,NA,NA,"2,000","sixflags.com",NA,"$1.4B","Grand Prairie, Texas","Public","1996-06-07","Y","NYSE","SIX","Cedar Fair","SeaWorld Parks & Entertainment","Schlitterbahn","Great Wolf Lodge","RBC","Deutsche Bank","Credit Suisse","Barclays",NA,NA,NA
"MPR","mpr",NA,NA,NA,NA,NA,NA,"mprd.net",NA,NA,NA,"Private",NA,"Y",NA,NA,"Lam Research","Excelitas Technologies","NeoPhotonics","Coriant","Applied Materials","Zeiss","Tokyo Electron","Finisar",NA,NA,"No detailed data"
"Jerry Zhou","jerry-zhou",NA,NA,NA,NA,NA,NA,"jerryjzhou.com",NA,NA,NA,"Private",NA,"Y",NA,NA,"Jerryarmen","UNIVERSAL","MPR","Sony Pictures","SeaWorld Parks & Entertainment","Cedar Fair","University of Maryland","ZEEL",NA,NA,"No detailed data"
"WBAL TV","wbal-tv",1949,"1949-03",NA,NA,NA,"10","wbaltv.com",NA,"$10M","Baltimore, Maryland","Private",NA,"Y",NA,NA,"KOAT","COMCAST SPOTLIGHT","WLKYTV","CUMULUS","CBS CORPORATION","WBAL","THE BALTIMORE SUN MEDIA GROUP","Dex Media",NA,NA,"No information on Crunchbase"
"WBAL","wbal",1925,NA,NA,NA,NA,"247","wbal.com",NA,"$43.7M","Baltimore, Maryland","Private",NA,"Y",NA,NA,"CUMULUS","CBS CORPORATION","WBAL TV","THE BALTIMORE SUN MEDIA GROUP","Dex Media","FOX45 NEWS","WBIN-TV","AdsInABox",NA,NA,"No information on Crunchbase"
"THE BALTIMORE SUN MEDIA GROUP","the-baltimore-sun",1837,"1837-05-17",NA,NA,NA,"62","baltimoresunmediagroup.com",NA,"$45.8M","Baltimore, Maryland","Private",NA,"Y",NA,NA,"CUMULUS","CBS CORPORATION","WBAL TV","WBAL","Dex Media","FOX45 NEWS","WBIN-TV","AdsInABox",NA,NA,NA
"Dex Media","dex-media",2013,NA,NA,NA,NA,"4,500","dexmedia.com","$100.8M","$1.6B","Dallas, Texas","Public","2004-07-22","Y","NASDAQ","DXM","Hibu","ReachLocal","MatchCraft","Web.com","RevLocal","Yext","Yelp","COMCAST SPOTLIGHT",NA,NA,NA
"FOX45 NEWS","fox45-news",1991,NA,NA,NA,NA,"72","foxbaltimore.com",NA,"$4.3M","Baltimore, Maryland","Private",NA,"Y",NA,NA,"CUMULUS","CBS CORPORATION","WBAL TV","WBAL","THE BALTIMORE SUN MEDIA GROUP","Dex Media","WBIN-TV","AdsInABox",NA,NA,"No information on Crunchbase"
"WBIN-TV","wbin-tv",NA,NA,NA,NA,NA,"49","wbintv.com",NA,"$4.9M","Derry, New Hampshire","Private",NA,"Y",NA,NA,"COMCAST SPOTLIGHT","CBS CORPORATION","CUMULUS","WMUR-TV","WBAL TV","WBAL","THE BALTIMORE SUN MEDIA GROUP","Dex Media",NA,NA,"No information on Crunchbase"
"IDG","idg-communications-3",1964,NA,NA,NA,NA,"14,092","idg.com",NA,"$3.8B","Boston, Massachusetts","Private",NA,"China Oceanwide Holdings Group",NA,NA,"Gartner","Kantar","Nielsen Holdings","GfK","Ipsos","IRi","IRI Consulting","ComScore",NA,NA,NA
"G & G Fitness Equipment","g-g-fitness-equipment",NA,NA,NA,NA,NA,"70","livefit.com",NA,"$14M","Buffalo, New York","Private",NA,"Y",NA,NA,"FOX","CNN","CBS CORPORATION","MTV","VH1","CBS","St. Joe","NBCUniversal",NA,NA,"No information on Crunchbase"
"MTV","mtv-networks",1984,NA,NA,"1985-08-27","viacom","10","mtv.com",NA,"$19.1M","New York, New York","Private",NA,"Viacom Media Networks",NA,NA,"FOX","Cartoon Network","SoundHound","VH1","Content Dope","CBS CORPORATION","CNN","Chegg",NA,NA,NA
"VH1","vh1",1985,NA,NA,NA,NA,"10","vh1.com",NA,"$7.9M","New York, New York","Product/Brand/Service",NA,"Viacom",NA,NA,"FOX","MTV","CBS CORPORATION","CNN","Kevin Ozebek","G & G Fitness Equipment","CBS","News Corp",NA,NA,NA
"CBS","cbs",1986,"1986-01-01",NA,NA,NA,"162","cbs.com",NA,"$44.5M","New York, New York","Product/Brand/Service",NA,"Y",NA,NA,"FOX","CNN","CBS CORPORATION","FOX31","WXYZ","9NEWS","El Nuevo Diario","7NEWS",NA,NA,NA
"The Walt Disney Studios","walt-disney-studios",1950,"1950-06",NA,NA,NA,"335","waltdisneystudios.com",NA,"$80.9M","Burbank, California","Private",NA,"The Walt Disney Company",NA,NA,"DreamWorks","Cartoon Network","WARNER BROS.","GetInterviews","Stargate","IMDb","Paramount Pictures","Nickelodeon",NA,NA,NA
"Paramount Pictures","paramount-pictures",1912,"1912-05-08",NA,"1993-03","viacom","1,371","paramount.com",NA,"$1.8B","Los Angeles, California","Private",NA,"Viacom, Inc.",NA,NA,"WARNER BROS.","Sony Pictures","Lions Gate","Rumpus Room Productions","The Walt Disney Company","The Walt Disney Studios","Lucasfilm","CBS CORPORATION",NA,NA,NA
"DreamWorks","dreamworks-animation",1994,NA,NA,"2016-04-28","nbcuniversal","2,300","dreamworksanimation.com","$812M","$989.9M","Glendale, California","Public","2004-10-28","NBCUniversal, Inc.",NA,NA,"TATA Elxsi","Reliance MediaWorks","PVR","INOX","Cinepolis India","Zaxel","Motionwerx","Belknap",NA,NA,NA
"DEEZER","deezer",2006,"2006-08-01",NA,NA,NA,"327","deezer.com","$531.8M","$400M","Paris, Île-de-France","Private",NA,"Y",NA,NA,"TIDAL","8tracks","TUNEIN","ScatterRadio","GUVERA","Spotify","Napster","Pandora",NA,NA,NA
"eLocal.com","elocal-usa",2007,NA,NA,NA,NA,"7","elocal.com","$25M",NA,"Dresher, Pennsylvania","Private",NA,"Y",NA,NA,"Yodle","Yellowbook","Townsquare","Service Direct","Hibu","Ring Partner","Entercom","iHeartMEDIAINC",NA,NA,NA
"Spotify","spotify",2006,"2006-07-14",NA,NA,NA,"2,960","spotify.com","$11.3B","$5.6B","Stockholm, Stockholms län","Public","2018-04-03","Y","NYSE","SPOT","DEEZER","Pandora","SiriusXM","TIDAL","8tracks","Napster","TUNEIN","ScatterRadio",NA,NA,NA
"WBT","wbt",NA,NA,NA,NA,NA,"53","wbt.com",NA,"$3.9M","Charlotte, North Carolina","Private",NA,"Y",NA,NA,"iHeartRADIO","Beasley Broadcast Group","Townsquare","Entercom","Pandora","Clashcorp","LIVE365","TUNEIN",NA,NA,"No information on Crunchbase"
"Napster","napster",1999,"1999-06-01",NA,"2012-01-26","rhapsody","281","napster.com","$15M","$500M","Seattle, Washington","Private",NA,"Y",NA,NA,"DEEZER","Pandora","Spotify","TIDAL","8tracks","SiriusXM","TUNEIN","ScatterRadio",NA,NA,NA
"TIDAL","tidal",2014,NA,NA,NA,NA,"305","tidal.com",NA,"$20M","Malmo, Skåne län","Private",NA,"Aspiro AB",NA,NA,"DEEZER","8tracks","SoundCloud","Spotify","TUNEIN","Napster","ScatterRadio","GUVERA",NA,NA,"No information on Crunchbase"
"8tracks","8tracks",2008,"2008-08-08",NA,NA,NA,"27","8tracks.com","$7.7M","$5.9M","San Francisco, California","Private",NA,"Y",NA,NA,"Slacker","TUNEIN","iHeartRADIO","LIVE365","Discogs","Pandora","96.9 WOUR","Today's 101.1 More FM",NA,NA,NA
"GUVERA","guvera",2008,NA,"2017-05-15",NA,NA,"50","guvera.com","$130.4M","$5M","Gold Coast, Queensland","Private",NA,"Y",NA,NA,"DEEZER","Spotify","Pandora","SiriusXM","8tracks","TIDAL","Napster","TUNEIN",NA,NA,NA
"SEAGATE","seagate",1979,NA,NA,NA,NA,"43,000","seagate.com","$870M","$10.8B","Cupertino, California","Public","2002-12-11","Y","NASDAQ","STX","Western Digital","NetApp","TOSHIBA","SAMSUNG","Axcient","Tegile","SONY","Barracuda",NA,NA,NA
"TOSHIBA","toshiba",1875,NA,NA,NA,NA,"187,809","toshiba.co.jp","$6B","$40.7B","Minato-ku, Tokyo Prefecture","Public","1999-05-14","Y","TYO","6502","HTC","SONY","SAMSUNG","Apple","LG","Mitsubishi Electric","Western Digital","Motorola",NA,NA,NA
"TOYOTA","toyota",1937,"1937-08-28",NA,NA,NA,"369,124","toyota-global.com","$243.6M","$470.2B","Toyota City, Aichi Prefecture","Public","1978-01-13","Y","NYSE","TM","HONDA","NISSAN","Ford","Volkswagen AG","General Motors","Hyundai","Tata Motors","BMW Group",NA,NA,NA
"Ford","ford",1903,"1903-06-16",NA,NA,NA,"202,000","ford.com","$756M","$158.7B","Dearborn, Michigan","Public","1978-01-13","Y","NYSE","F","HONDA","TOYOTA","NISSAN","Volkswagen AG","General Motors","Hyundai","Volkswagen","Chevrolet",NA,NA,NA
"HONDA","honda-automobiles",1948,NA,NA,NA,NA,"215,638","honda.com",NA,"$138.9B","Minato-ku, Tokyo Prefecture","Public","2012-05-21","Y","TYO","7267","TOYOTA","NISSAN","Ford","Volkswagen","General Motors","Volkswagen AG","Hyundai","Briggs & Stratton",NA,NA,NA
"Volkswagen","volkswagen-group",1937,NA,NA,NA,NA,"2,900","vw.com",NA,"$586M","Auburn Hills, Michigan","Private",NA,"Volkswagen Aktiengesellschaft","ETR","VOW","HONDA","NISSAN","TOYOTA","Ford","General Motors","Peugeot","Toyota Motor Sales","Chrysler",NA,NA,NA
"NISSAN","nissan-motor",1933,"1933-12-26",NA,NA,NA,"152,421","nissan-global.com",NA,"$106.1B","Yokohama-shi, Kanagawa Prefecture","Public",NA,"Y","TYO","7201","Hyundai","Acura","HONDA","SAIC Motor","Ambal Auto","Wattstor","Volkswagen AG","Peugeot",NA,NA,NA
"GM","general-motors",1908,NA,NA,NA,NA,"190,000","gm.com","$15.8B","$105.9B","Detroit, Michigan","Public","2010-11-26","Y","NYSE","GM","HONDA","NISSAN","TOYOTA","Volkswagen AG","Ford","Hyundai","Chevrolet","Dodge",NA,NA,NA
"ScatterRadio","scatterradio",2009,NA,"2017-06-08",NA,NA,"10","scatterradio.com",NA,NA,"San Francisco, California","Private",NA,"Y",NA,NA,"TUNEIN","DEEZER","Radionomy","96.9 WOUR","Play It","8tracks","TIDAL","GUVERA",NA,NA,"No information on Crunchbase"
"Radionomy","radionomy",2007,"2007-09-24",NA,"2015-12-18","vivendiuniversal","40","radionomygroup.com","$6M","$4.9M","New York, New York","Private",NA,"Vivendi SA",NA,NA,"TUNEIN","Earbits","ScatterRadio","You42","iHeartRADIO","Base","LIVE365","DEEZER",NA,NA,NA
"96.9 WOUR","wour-fm",1969,NA,NA,"2018-02-15","townsquare-media","170","wour.com",NA,"$12M","New Hartford, New York","Private",NA,"Townsquare Media, Inc.",NA,NA,"8tracks","TUNEIN","LIVE365","Radionomy","Slacker","iHeartRADIO","ScatterRadio","DSL Radio",NA,NA,NA
"Earbits","earbits",2010,"2010-01-20",NA,"2014-06-19","you42","32","earbits.com","$630K","$4M","Venice, California","Private",NA,"You42",NA,NA,"Radionomy","TUNEIN","ScatterRadio","iHeartRADIO","Sci Fi Generation","CEC","LIVE365","Pandora",NA,NA,NA
"DSL Radio","dsl-radio",NA,NA,NA,NA,NA,"4","dslradio.us",NA,"$291.6K","Brooklyn, New York","Private",NA,"Y",NA,NA,"Sceptreradionetwork","Lazer Broadcasting","MMP","G & E Studio","Kid Red Radio","Streema","Radioliveonair","Harout Pamboukjian",NA,NA,"No information on Crunchbase"
"Web-Radio","web-radio",1995,NA,NA,NA,NA,"25","web-radio.com",NA,"$1.1M",NA,"Private",NA,"Y",NA,NA,"DSL Radio","Sceptreradionetwork","mxdwn","LIVE365","MMP","Kid Red Radio","G & E Studio","Radioliveonair",NA,NA,"No information on Crunchbase"
"Radioliveonair","radioliveonair",NA,NA,NA,NA,NA,NA,"live-onradio.com",NA,NA,NA,"Private",NA,"Y",NA,NA,"G & E Studio","LIVE365","Web-Radio","DSL Radio","Sceptreradionetwork","MMP","Kid Red Radio","Lazer Broadcasting",NA,NA,"No information on Crunchbase"
"MMP","mmp",NA,NA,NA,NA,NA,NA,"knookmedia.com",NA,NA,NA,"Private",NA,"Y",NA,NA,"DSL Radio","Web-Radio","G & E Studio","Sceptreradionetwork","LIVE365","Radioliveonair","Kid Red Radio","Lazer Broadcasting",NA,NA,"No information on Crunchbase"
"SALEM MEDIA GROUP","salem-media-group",1986,NA,NA,NA,NA,"1,590","salemmedia.com",NA,"$69.4M","Camarillo, California","Public","1999-07-09","Y","NASDAQ","SALM","SiriusXM","Clipix","CBS RADIO","Pandora","iBiquity Digital","Emmis","Pocket","Entercom",NA,NA,NA
"Saga","saga-communications",1986,NA,NA,NA,NA,"683","sagacom.com",NA,"$114.7M","Grosse Pointe Farms, Michigan","Public","2003-01-10","Y",NA,NA,"Entercom","CBS RADIO","Emmis","SiriusXM","Townsquare","Pandora","iHeartMEDIAINC","iHeartRADIO",NA,NA,NA
"Journal Media Group","journal-media-group",2014,NA,NA,"2015-10-07","gannett","3,400","journalmediagroup.com","$258.8M","$441M","Milwaukee, Wisconsin","Public",NA,"Tegna Inc","NYSE","JMG","SCRIPPS","LEE ENTERPRISES","McCLATCHY","A.H. BELO CORPORATION","COX Media","The New York Times","GateHouse Media","HEARST",NA,NA,NA
"Tronc","the-tribune-company",1847,"1847-10-10",NA,NA,NA,"6,458","tronc.com",NA,"$2.3B","Chicago, Illinois","Public","2014-07-25","Y","NASDAQ","TRNC","GANNETT","The New York Times","McCLATCHY","The Washington Post","THE WALL STREET JOURNAL","News Corp","SCRIPPS","HEARST",NA,NA,NA
"GateHouse Media","gatehouse-media-inc",2006,NA,NA,NA,NA,"4,131","gatehousemedia.com","$248.4M","$504M","Pittsford, New York","Private",NA,"Y",NA,NA,"The New York Times","SCRIPPS","McCLATCHY","Salesforce","LEE ENTERPRISES","GANNETT","Oracle","SAP",NA,NA,NA
